City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country,Date
302,Portland,45.5234,-122.6762,56.57,92,90,1.99,overcast clouds,US,1634266476
303,Murgab,37.4966,61.9714,46.27,66,0,0.0,clear sky,TM,1634266660
304,Road Town,18.4167,-64.6167,80.2,79,98,10.65,overcast clouds,VG,1634266660
305,Barcelos,41.5388,-8.6151,61.92,53,60,2.82,broken clouds,PT,1634266661
306,Ambilobe,-13.2,49.05,71.51,77,2,3.94,clear sky,MG,1634266661
307,Kirakira,-10.4544,161.9205,82.83,78,53,5.01,broken clouds,SB,1634266662
308,Rawson,-43.3002,-65.1023,51.46,35,76,14.54,broken clouds,AR,1634266662
309,Alibag,18.6411,72.8792,84.27,71,57,4.9,broken clouds,IN,1634266663
310,Kibre Mengist,5.8833,38.9833,53.67,96,10,2.15,clear sky,ET,1634266663
311,Aykhal,66.0,111.5,11.21,82,34,13.27,scattered clouds,RU,1634266664
312,Xuddur,4.1213,43.8894,71.42,72,37,7.47,scattered clouds,SO,1634266664
313,Port Elizabeth,-33.918,25.5701,61.09,82,75,8.05,broken clouds,ZA,1634266665
314,Puerto Carreno,6.189,-67.4859,80.13,78,97,5.66,overcast clouds,CO,1634266535
315,Borogontsy,62.6683,131.1683,22.84,64,60,5.57,broken clouds,RU,1634266666
316,Hailun,47.45,126.9333,42.44,39,40,9.93,moderate rain,CN,1634266666
317,Hay River,60.8156,-115.7999,39.18,65,20,6.91,few clouds,CA,1634266667
318,Okitipupa,6.5047,4.7839,74.17,98,51,0.94,broken clouds,NG,1634266667
319,Lang Son,21.8333,106.7333,66.7,96,100,7.16,overcast clouds,VN,1634266668
320,Labuhan,-6.8844,112.2051,88.32,53,87,5.86,overcast clouds,ID,1634266668
321,Kitui,-1.367,38.0106,60.4,94,27,3.89,scattered clouds,KE,1634266669
322,Victor Harbor,-35.5667,138.6167,63.91,83,42,3.0,scattered clouds,AU,1634266669
323,Riachao Do Jacuipe,-11.8069,-39.3856,74.88,77,16,9.37,few clouds,BR,1634266670
324,Grindavik,63.8424,-22.4338,44.55,75,75,23.02,broken clouds,IS,1634266670
325,Maldonado,-34.6667,-54.9167,60.19,91,28,17.05,scattered clouds,UY,1634266671
326,Olga,43.7444,135.2892,54.72,31,37,14.65,scattered clouds,RU,1634266671
327,Port Blair,11.6667,92.75,78.84,94,90,6.91,light rain,IN,1634266671
328,Ponta Do Sol,32.6667,-17.1,68.72,73,6,2.28,clear sky,PT,1634266672
329,Enshi,30.3,109.4833,63.48,96,100,2.95,light rain,CN,1634266672
330,Port-Gentil,-0.7193,8.7815,78.69,84,100,11.9,light rain,GA,1634266673
331,Kahului,20.8947,-156.47,77.85,88,97,13.0,overcast clouds,US,1634266580
332,Xingyi,24.1877,102.817,56.75,97,100,4.16,overcast clouds,CN,1634266673
333,Aden,12.7794,45.0367,84.54,57,100,1.83,overcast clouds,YE,1634266417
334,Kavieng,-2.5744,150.7967,85.15,71,32,10.11,scattered clouds,PG,1634266674
335,Praia Da Vitoria,38.7333,-27.0667,73.65,94,40,6.11,scattered clouds,PT,1634266675
336,Alexandria,31.2156,29.9553,66.16,94,0,3.44,clear sky,EG,1634266498
337,Jinka,5.65,36.65,62.94,76,41,3.06,scattered clouds,ET,1634266675
338,Jinchang,38.4953,102.1739,47.73,38,100,6.2,overcast clouds,CN,1634266676
339,Buraydah,26.326,43.975,72.05,21,0,5.1,clear sky,SA,1634266676
340,Kadoma,34.7333,135.5833,78.8,53,20,3.44,few clouds,JP,1634266677
341,Lyubech,51.7026,30.6569,39.06,83,68,7.0,broken clouds,UA,1634266677
342,Esperanza,19.5847,-70.9849,78.01,89,85,2.13,overcast clouds,DO,1634266678
343,Baruun-Urt,46.6806,113.2792,24.31,27,0,22.46,clear sky,MN,1634266679
344,Yarada,17.65,83.2667,80.92,94,90,4.61,moderate rain,IN,1634266679
345,Price,39.5994,-110.8107,39.11,68,2,10.22,clear sky,US,1634266613
346,Slave Lake,55.2834,-114.769,40.98,60,1,5.75,clear sky,CA,1634266680
347,Petrachioaia,44.5833,26.3,46.53,96,40,13.8,light rain,RO,1634266680
348,Severnyy,50.677,36.5532,37.44,93,0,6.71,clear sky,RU,1634266681
349,Krasnyy Yar,46.5331,48.3456,42.73,37,54,5.21,broken clouds,RU,1634266681
350,Qunduz,36.729,68.857,62.69,20,0,1.14,clear sky,AF,1634266682
351,Valle De Allende,26.9333,-105.4,65.61,39,1,4.97,clear sky,MX,1634266683
352,Glendive,47.1053,-104.7125,40.48,80,99,1.99,overcast clouds,US,1634266683
353,Alakurtti,66.9672,30.3491,40.62,95,100,9.62,overcast clouds,RU,1634266683
354,Carutapera,-1.195,-46.02,78.98,78,38,7.7,scattered clouds,BR,1634266684
355,Calama,-22.4667,-68.9333,50.09,28,0,4.59,clear sky,CL,1634266684
356,Kautokeino,69.0125,23.0412,27.88,94,100,7.0,overcast clouds,NO,1634266685
357,Zyryanka,65.75,150.85,19.69,78,100,11.52,overcast clouds,RU,1634266685
358,Lebu,-37.6167,-73.65,45.48,73,3,6.49,clear sky,CL,1634266686
359,Vila Velha,-20.3297,-40.2925,76.95,83,20,9.22,few clouds,BR,1634266413
360,Kalabo,-14.97,22.6814,66.58,21,10,6.06,clear sky,ZM,1634266687
361,Iwanai,42.9744,140.5089,60.06,71,87,13.94,overcast clouds,JP,1634266687
362,Donskoye,45.4552,41.9741,48.47,76,4,9.46,clear sky,RU,1634266688
363,Edd,13.9297,41.6925,86.36,46,8,5.75,clear sky,ER,1634266688
364,Lagoa,39.05,-27.9833,69.66,86,57,12.86,broken clouds,PT,1634266689
365,Kobelyaky,49.1489,34.1965,45.32,62,100,2.93,overcast clouds,UA,1634266689
366,Najran,17.4924,44.1277,63.25,26,2,2.75,clear sky,SA,1634266690
367,Pisco,-13.7,-76.2167,61.02,82,17,12.66,few clouds,PE,1634266690
368,Soyo,-6.1349,12.3689,75.56,84,28,5.99,scattered clouds,AO,1634266691
369,Gigmoto,13.7796,124.39,83.34,76,48,2.26,scattered clouds,PH,1634266691
370,Goundi,9.3627,17.366,73.02,85,99,2.95,overcast clouds,TD,1634266692
371,Khatanga,71.9667,102.5,5.92,90,99,5.59,overcast clouds,RU,1634266692
372,Gouyave,12.1646,-61.7296,83.17,84,20,16.11,few clouds,GD,1634266693
373,Yulara,-25.2406,130.9889,71.44,23,0,9.22,clear sky,AU,1634266693
374,Nanortalik,60.1432,-45.2371,40.06,58,68,4.34,broken clouds,GL,1634266694
375,Boueni,-12.9025,45.0761,76.98,77,10,3.06,light rain,YT,1634266694
376,Imbituba,-28.24,-48.6703,69.69,97,28,10.38,scattered clouds,BR,1634266578
377,Atar,20.5169,-13.0499,84.15,17,9,10.89,clear sky,MR,1634266695
378,Sitka,57.0531,-135.33,40.82,89,90,2.13,light rain,US,1634266695
379,Ustye,59.6304,39.736,42.1,93,100,2.89,light rain,RU,1634266696
380,Alofi,-19.0595,-169.9187,80.49,61,20,8.05,few clouds,NU,1634266696
381,Sault Sainte Marie,46.5168,-84.3333,56.89,100,20,3.44,few clouds,CA,1634266697
382,Chaman,30.9236,66.4512,61.27,10,0,1.36,clear sky,PK,1634266698
383,Coolum Beach,-26.5333,153.1,84.11,76,33,9.6,scattered clouds,AU,1634266698
384,Itarema,-2.9248,-39.9167,78.87,83,25,14.63,scattered clouds,BR,1634266698
385,Suraabad,40.8192,49.4687,59.18,86,18,13.96,few clouds,AZ,1634266699
386,Halifax,44.6453,-63.5724,55.47,93,44,11.01,scattered clouds,CA,1634266443
387,Ulcinj,41.9294,19.2244,53.82,64,100,14.5,overcast clouds,ME,1634266700
388,Coihaique,-45.5752,-72.0662,40.95,70,75,4.61,light rain,CL,1634266700
389,Lakhnadon,22.6,79.6,72.23,54,100,6.2,overcast clouds,IN,1634266701
390,Khabary,53.6259,79.5345,38.14,77,6,8.03,clear sky,RU,1634266701
391,Codrington,-38.2667,141.9667,53.73,86,100,21.74,overcast clouds,AU,1634266702
392,Linxia,35.6003,103.2064,38.84,90,100,2.1,overcast clouds,CN,1634266702
393,Obsharovka,53.125,48.8531,50.2,72,100,13.09,overcast clouds,RU,1634266703
394,Toamasina,-18.1667,49.3833,69.8,100,40,1.14,light rain,MG,1634266703
395,Canete,-37.8,-73.4,39.85,88,4,3.31,clear sky,CL,1634266704
396,Jamame,0.0722,42.7506,77.22,80,39,9.73,scattered clouds,SO,1634266704
397,Migori,-1.0634,34.4731,62.24,76,26,8.84,scattered clouds,KE,1634266705
398,Kavaratti,10.5669,72.642,82.42,81,98,4.21,overcast clouds,IN,1634266706
399,Brownwood,31.7093,-98.9912,74.52,83,1,6.91,clear sky,US,1634266706
400,Maragogi,-9.0122,-35.2225,77.2,84,11,10.49,few clouds,BR,1634266706
401,Skibbereen,51.55,-9.2667,53.4,86,99,3.44,overcast clouds,IE,1634266707
402,Naze,28.3667,129.4833,83.32,75,21,7.25,few clouds,JP,1634266708
403,Treinta Y Tres,-33.2333,-54.3833,62.67,94,99,5.88,overcast clouds,UY,1634266708
404,Chake Chake,-5.2459,39.7666,74.01,90,13,5.93,light rain,TZ,1634266709
405,Asnaes,55.8123,11.5013,53.96,91,100,23.15,moderate rain,DK,1634266709
406,Ambon,-3.6954,128.1814,87.94,84,40,6.91,scattered clouds,ID,1634266710
407,Lambarene,-0.7001,10.2406,74.57,97,100,3.13,overcast clouds,GA,1634266710
408,Hofn,64.2539,-15.2082,42.31,50,40,13.65,scattered clouds,IS,1634266710
409,Arlit,18.7369,7.3853,82.15,17,2,6.51,clear sky,NE,1634266711
410,Takoradi,4.8845,-1.7554,77.27,90,81,6.44,broken clouds,GH,1634266712
411,Garoua,9.3,13.4,77.22,61,100,3.67,overcast clouds,CM,1634266713
412,Faya,18.3851,42.4509,57.31,27,0,4.0,clear sky,SA,1634266714
413,Sungaipenuh,-2.0833,101.3833,77.97,61,98,2.28,overcast clouds,ID,1634266715
414,Serafimovich,49.5786,42.736,43.36,86,93,5.88,overcast clouds,RU,1634266715
415,Cascais,38.6979,-9.4215,67.51,51,100,1.99,overcast clouds,PT,1634266716
416,Broken Hill,-31.95,141.4333,56.91,72,90,19.57,overcast clouds,AU,1634266717
417,Hobyo,5.3505,48.5268,77.9,85,100,15.3,overcast clouds,SO,1634266717
418,Ust-Nera,64.5667,143.2,20.07,67,100,5.14,overcast clouds,RU,1634266718
419,Rocha,-34.4833,-54.3333,55.54,94,0,6.87,clear sky,UY,1634266719
420,Kande,9.9578,1.0447,75.2,80,43,1.74,scattered clouds,TG,1634266719
421,Dombarovskiy,50.7587,59.5386,41.07,71,39,8.25,scattered clouds,RU,1634266720
422,Manggar,-2.8833,108.2667,85.87,70,98,10.6,overcast clouds,ID,1634266721
423,Kambove,-10.8764,26.5969,64.74,57,75,2.06,broken clouds,CD,1634266721
424,Manavalakurichi,8.1333,77.3,82.49,79,82,11.52,broken clouds,IN,1634266722
425,Qaqortoq,60.7167,-46.0333,38.16,49,16,4.59,few clouds,GL,1634266723
426,Darnah,32.767,22.6367,70.3,64,41,13.31,scattered clouds,LY,1634266723
427,Marsh Harbour,26.5412,-77.0636,80.35,71,10,9.62,clear sky,BS,1634266724
428,Rock Springs,41.5875,-109.2029,32.05,70,10,7.0,clear sky,US,1634266725
429,Esperance,-33.8667,121.9,66.04,54,34,7.87,scattered clouds,AU,1634266726
430,Am Timan,11.0297,20.2827,71.65,94,100,2.53,overcast clouds,TD,1634266727
431,Cabo San Lucas,22.8909,-109.9124,82.51,75,75,7.92,broken clouds,MX,1634266727
432,Novita,4.9551,-76.6053,75.4,98,100,1.77,overcast clouds,CO,1634266728
433,Semey,50.4111,80.2275,34.02,100,90,6.71,mist,KZ,1634266728
434,Gravdal,68.1214,13.5031,42.4,68,65,19.24,broken clouds,NO,1634266731
435,Gushikawa,26.3544,127.8686,85.23,69,100,11.7,overcast clouds,JP,1634266732
436,Kieta,-6.2167,155.6333,84.47,71,25,5.14,light rain,PG,1634266732
437,Weligama,5.9667,80.4167,82.4,80,94,13.49,overcast clouds,LK,1634266733
438,Roald,62.5833,6.1333,46.9,76,75,18.41,light rain,NO,1634266733
439,Sept-Iles,50.2001,-66.3821,54.05,93,75,1.01,broken clouds,CA,1634266602
440,Camacha,33.0833,-16.3333,65.16,82,40,3.44,scattered clouds,PT,1634266734
441,Hovd,48.0056,91.6419,34.54,49,6,2.62,clear sky,MN,1634266735
442,Mariental,-24.6333,17.9667,65.61,30,1,7.67,clear sky,NA,1634266516
443,Korla,41.7597,86.1469,50.54,30,15,4.23,few clouds,CN,1634266736
444,Port Macquarie,-31.4333,152.9167,81.9,19,0,21.85,clear sky,AU,1634266440
445,Changji,44.0167,87.3167,48.99,43,0,2.24,clear sky,CN,1634266737
446,Puerto Madero,14.7208,-92.4215,81.36,79,11,6.06,few clouds,MX,1634266737
447,Nakusp,50.2499,-117.8023,41.47,87,66,4.61,broken clouds,CA,1634266738
448,Fredericton,45.9454,-66.6656,54.64,94,75,1.01,broken clouds,CA,1634266738
449,Pingdu,36.7844,119.9464,63.84,61,83,8.99,broken clouds,CN,1634266739
450,Les Cayes,18.2,-73.75,78.3,80,98,4.21,overcast clouds,HT,1634266740
451,Guerrero Negro,27.9769,-114.0611,68.34,66,0,11.1,clear sky,MX,1634266740
452,Havre-Saint-Pierre,50.2334,-63.5986,54.19,87,90,4.61,overcast clouds,CA,1634266741
453,Novyy Urengoy,66.0833,76.6333,37.51,93,100,14.0,overcast clouds,RU,1634266742
454,Yumen,40.2833,97.2,47.3,33,59,12.48,broken clouds,CN,1634266742
455,Lincoln,40.8,-96.667,56.53,51,100,1.01,overcast clouds,US,1634266743
456,Namatanai,-3.6667,152.4333,85.8,68,17,8.66,few clouds,PG,1634266744
457,Mwinilunga,-11.7358,24.4293,63.52,54,47,3.58,scattered clouds,ZM,1634266744
458,Formosa,-26.1775,-58.1781,78.78,89,0,6.91,clear sky,AR,1634266730
459,Lodwar,3.1191,35.5973,82.96,42,36,15.64,scattered clouds,KE,1634266745
460,Salinas,36.6777,-121.6555,67.01,60,0,4.18,clear sky,US,1634266591
461,Luanda,-8.8368,13.2343,75.2,83,40,5.75,scattered clouds,AO,1634266693
462,Ancud,-41.8697,-73.8203,41.43,76,47,7.72,scattered clouds,CL,1634266746
463,Grand Gaube,-20.0064,57.6608,75.38,73,1,7.0,clear sky,MU,1634266747
464,Tieling,42.2931,123.8414,61.03,40,31,6.2,scattered clouds,CN,1634266748
465,Snasa,64.2457,12.3778,40.26,78,100,13.2,overcast clouds,NO,1634266748
466,Mecca,21.4267,39.8261,82.22,26,0,3.96,clear sky,SA,1634266749
467,Inirida,3.8653,-67.9239,77.92,87,98,2.39,overcast clouds,CO,1634266750
468,Thanh Hoa,19.8,105.7667,70.41,97,100,8.55,moderate rain,VN,1634266644
469,Karratha,-20.7377,116.8463,86.79,33,0,8.32,clear sky,AU,1634266750
470,Tasiilaq,65.6145,-37.6368,33.76,59,100,6.73,overcast clouds,GL,1634266751
471,Huilong,31.8111,121.655,84.04,79,87,1.9,light rain,CN,1634266752
472,Ipixuna,-1.7625,-48.8043,78.75,81,29,4.45,scattered clouds,BR,1634266752
473,Gashua,12.871,11.0482,82.9,14,84,7.07,broken clouds,NG,1634266753
474,Mashhad,36.297,59.6062,50.14,37,0,4.61,clear sky,IR,1634266748
475,Ambovombe,-25.1667,46.0833,70.65,65,0,3.96,clear sky,MG,1634266753
476,Mae Sai,20.4335,99.8762,72.72,98,100,2.48,overcast clouds,TH,1634266754
477,Linares,-35.85,-71.6,40.62,81,2,5.77,clear sky,CL,1634266754
478,Mikhaylovka,50.06,43.2379,43.21,89,92,6.24,overcast clouds,RU,1634266755
479,Soligalich,59.0778,42.2864,41.59,96,100,4.23,light rain,RU,1634266755
480,Thinadhoo,0.5333,72.9333,83.61,76,89,21.18,overcast clouds,MV,1634266756
481,Senanga,-16.1167,23.2667,64.42,21,0,6.26,clear sky,ZM,1634266756
482,Farmington,36.7281,-108.2187,43.77,60,3,4.0,clear sky,US,1634266757
483,Marawi,7.9986,124.2928,74.64,61,97,2.48,overcast clouds,PH,1634266757
484,Muros,42.7762,-9.0603,58.84,74,3,2.26,clear sky,ES,1634266758
485,Inhambane,-23.865,35.3833,72.25,92,100,6.98,overcast clouds,MZ,1634266758
486,Visnes,59.3556,5.2242,51.57,76,40,33.38,scattered clouds,NO,1634266759
487,Ossora,59.2353,163.0719,32.36,90,100,13.67,snow,RU,1634266759
488,Akyab,20.15,92.9,82.04,86,100,6.24,overcast clouds,MM,1634266760
489,Lensk,60.7253,114.9278,24.44,70,99,6.53,overcast clouds,RU,1634266760
490,Savannakhet,16.566,104.751,77.02,83,75,6.91,drizzle,LA,1634266761
491,Honggang,46.4667,124.8667,45.09,70,97,21.25,overcast clouds,CN,1634266761
492,Wrexham,53.0,-3.0,56.01,92,100,12.88,overcast clouds,GB,1634266762
493,Nador,35.174,-2.9287,62.85,82,0,2.3,clear sky,MA,1634266739
494,Jasper,37.2001,-94.3502,66.54,94,90,0.0,overcast clouds,US,1634266762
495,Durango,24.8333,-104.8333,60.64,48,8,2.19,clear sky,MX,1634266738
496,Melnikovo,56.5558,84.085,36.16,77,15,3.24,few clouds,RU,1634266763
497,Lobito,-12.3481,13.5456,71.22,84,23,4.97,few clouds,AO,1634266763
498,Inuvik,68.3499,-133.7218,29.26,96,90,2.3,overcast clouds,CA,1634266764
499,Camocim,-2.9022,-40.8411,79.18,81,4,13.2,clear sky,BR,1634266639
500,Itaituba,-4.2761,-55.9836,81.1,52,95,2.37,overcast clouds,BR,1634266765
501,Ballina,-28.8667,153.5667,84.38,39,9,17.27,clear sky,AU,1634266765
502,Villaviciosa,43.4813,-5.4357,58.6,57,88,3.65,overcast clouds,ES,1634266766
503,Chadiza,-14.0678,32.4392,63.93,77,16,3.04,few clouds,ZM,1634266766
504,Ozernovskiy,51.5,156.5167,48.04,85,100,8.55,light rain,RU,1634266767
505,Atmakur,15.8833,78.5833,80.64,66,100,3.2,overcast clouds,IN,1634266767
506,Nouadhibou,20.931,-17.0347,67.98,88,73,13.8,broken clouds,MR,1634266516
507,Bundi,25.4417,75.6417,77.54,36,0,2.35,clear sky,IN,1634266768
508,Erenhot,43.6475,111.9767,31.93,20,6,13.38,clear sky,CN,1634266769
509,Rio Gallegos,-51.6226,-69.2181,46.45,46,90,12.66,overcast clouds,AR,1634266769
510,Vrangel,42.7297,133.0839,55.58,46,68,10.33,broken clouds,RU,1634266769
511,Hit,33.6416,42.8251,77.74,29,11,2.06,few clouds,IQ,1634266770
512,Thornhill,55.2333,-3.7667,39.99,90,4,6.42,clear sky,GB,1634266513
513,Groningen,53.25,6.75,58.01,74,75,3.0,broken clouds,NL,1634266771
514,Havre,49.5833,0.3333,48.6,87,0,3.44,clear sky,FR,1634266772
515,El Fuerte,26.4189,-108.6194,79.48,62,52,5.55,broken clouds,MX,1634266772
516,Araouane,18.9048,-3.5265,80.76,10,8,11.21,clear sky,ML,1634266773
517,Praya,14.9215,-23.5087,77.54,73,75,16.11,broken clouds,CV,1634266773
518,Port Hardy,50.6996,-127.4199,50.0,93,90,6.91,light rain,CA,1634266774
519,Kisangani,0.5167,25.2,69.3,100,99,1.03,moderate rain,CD,1634266774
520,Tiarei,-17.5333,-149.3333,84.22,76,29,12.66,scattered clouds,PF,1634266775
521,Kologriv,58.8275,44.3178,41.68,90,100,7.16,overcast clouds,RU,1634266775
522,Keti Bandar,24.1447,67.4497,81.86,50,0,12.12,clear sky,PK,1634266776
523,Mount Gambier,-37.8333,140.7667,53.51,87,75,16.11,broken clouds,AU,1634266777
524,Dali,25.7,100.1833,59.94,94,100,2.93,overcast clouds,CN,1634266777
525,Dubbo,-32.25,148.6167,57.33,88,99,14.97,overcast clouds,AU,1634266778
526,Ascension,30.2169,-90.9001,80.01,89,40,0.0,scattered clouds,US,1634266778
527,Roma,43.2128,-75.4557,66.43,91,76,3.06,broken clouds,US,1634266779
528,Popondetta,-8.7537,148.2534,89.69,59,94,6.22,overcast clouds,PG,1634266779
529,San Vicente,-26.6167,-54.1333,68.58,99,93,3.4,moderate rain,AR,1634266780
530,Sinnamary,5.3833,-52.95,79.11,85,48,10.2,scattered clouds,GF,1634266780
531,Ahipara,-35.1667,173.1667,60.26,52,0,7.2,clear sky,NZ,1634266781
532,Tabora,-5.0167,32.8,71.35,49,66,6.33,broken clouds,TZ,1634266781
533,Monrovia,6.3005,-10.7969,75.63,92,100,3.76,moderate rain,LR,1634266680
534,Champua,22.0833,85.6667,80.78,83,95,8.19,overcast clouds,IN,1634266782
535,Bonavista,48.6499,-53.1147,48.11,95,100,33.73,light rain,CA,1634266782
536,Mogadishu,2.0371,45.3438,77.7,81,20,12.59,few clouds,SO,1634266783
537,Upington,-28.4478,21.2561,62.98,45,0,9.22,clear sky,ZA,1634266783
538,Adre,13.4667,22.2,73.42,78,27,3.53,scattered clouds,TD,1634266784
539,Pochutla,15.7432,-96.4661,76.69,91,32,3.33,scattered clouds,MX,1634266785
540,Newport,51.5877,-2.9984,59.86,87,100,7.05,overcast clouds,GB,1634266785
541,Senneterre,48.3835,-77.2328,59.22,96,100,7.16,light rain,CA,1634266786
542,Sovetskiy,61.3614,63.5842,38.73,93,100,6.6,overcast clouds,RU,1634266786
543,Aksarka,66.5606,67.7975,39.83,93,100,7.49,overcast clouds,RU,1634266787
544,Clonakilty,51.6231,-8.8706,53.1,84,97,4.09,overcast clouds,IE,1634266787
545,Bazpur,29.15,79.1167,79.61,48,0,1.77,clear sky,IN,1634266788
546,Moose Factory,51.2585,-80.6094,62.6,94,1,6.91,clear sky,CA,1634266788
547,Okato,-39.2,173.8833,60.42,61,17,9.86,few clouds,NZ,1634266789
548,Rudnogorsk,57.2639,103.7519,23.11,52,75,5.19,broken clouds,RU,1634266789
549,Port Shepstone,-30.7414,30.455,65.75,76,83,1.92,broken clouds,ZA,1634266790
550,Novobirilyussy,56.9514,90.6661,31.41,48,17,4.38,few clouds,RU,1634266790
551,Springbok,-29.6643,17.8865,48.13,76,100,11.36,overcast clouds,ZA,1634266791
552,Salalah,17.0151,54.0924,79.41,69,100,1.28,overcast clouds,OM,1634266791
553,Sur,22.5667,59.5289,81.75,37,0,3.83,clear sky,OM,1634266792
554,Nicoya,10.1483,-85.452,76.55,95,100,1.92,overcast clouds,CR,1634266793
555,Belyy Yar,53.6039,91.3903,28.29,86,5,0.0,clear sky,RU,1634266793
556,Terrace Bay,48.7834,-87.1,53.22,81,100,17.63,overcast clouds,CA,1634266793
557,Coria,39.9879,-6.5377,55.45,51,62,2.35,broken clouds,ES,1634266794
558,Kedgwick,47.6446,-67.3434,52.57,90,100,1.54,overcast clouds,CA,1634266794
559,Yar-Sale,66.8333,70.8333,37.58,90,96,7.14,overcast clouds,RU,1634266795
560,Tual,-5.6667,132.75,84.31,76,54,12.59,broken clouds,ID,1634266795
561,Bereda,43.2686,-7.5406,50.41,100,9,1.59,clear sky,ES,1634266796
562,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,79.57,77,76,0.76,broken clouds,BR,1634266797
563,Manicore,-5.8092,-61.3003,81.88,54,93,3.51,overcast clouds,BR,1634266797
564,Dauphin,51.1494,-100.0502,42.94,87,90,12.66,light rain,CA,1634266630
565,Luena,-11.7833,19.9167,59.9,42,55,2.82,broken clouds,AO,1634266798
566,Hokitika,-42.7167,170.9667,55.0,64,29,8.46,scattered clouds,NZ,1634266798
567,La Rioja,42.25,-2.5,43.48,40,100,4.72,overcast clouds,ES,1634266799
568,Yeppoon,-23.1333,150.7333,89.38,53,96,10.09,overcast clouds,AU,1634266800
569,Pangnirtung,66.1451,-65.7125,26.17,66,98,2.8,overcast clouds,CA,1634266800
570,Topeka,39.0483,-95.678,62.73,66,95,3.0,overcast clouds,US,1634266665
571,Arteaga,18.4667,-102.4167,67.26,98,72,2.59,broken clouds,MX,1634266801
572,Abu Samrah,35.3029,37.1841,65.34,57,0,2.73,clear sky,SY,1634266802
573,Sabha,27.0377,14.4283,65.25,49,0,16.13,clear sky,LY,1634266803
574,Santander,43.4647,-3.8044,55.45,91,0,3.0,clear sky,ES,1634266806
575,Sisimiut,66.9395,-53.6735,36.21,98,100,3.89,overcast clouds,GL,1634266807
576,Passo De Camaragibe,-9.2368,-35.4901,76.55,91,33,4.12,scattered clouds,BR,1634266809
577,Hamilton,39.1834,-84.5333,74.75,84,88,4.23,overcast clouds,US,1634266578
578,Belton,38.812,-94.5319,64.89,76,60,1.99,broken clouds,US,1634266765
579,Shahreza,32.0339,51.8794,57.33,36,0,2.33,clear sky,IR,1634266810
580,Shimoda,34.6667,138.95,73.11,72,63,4.74,broken clouds,JP,1634266813
581,Baoding,38.8511,115.4903,67.03,47,100,9.26,overcast clouds,CN,1634266813
582,Shizunai,42.3339,142.3669,63.12,68,99,18.07,overcast clouds,JP,1634266815
583,San Pedro,14.35,121.0167,80.02,84,100,1.48,overcast clouds,PH,1634266817
584,Rudbar,30.15,62.6,63.39,20,0,7.16,clear sky,AF,1634266818
585,Vestmannaeyjar,63.4427,-20.2734,44.74,71,38,23.33,scattered clouds,IS,1634266818
586,Xiantao,30.3833,113.4,63.68,76,100,15.08,overcast clouds,CN,1634266819
587,Belfast,54.5833,-5.9333,47.37,82,5,4.61,clear sky,GB,1634266760
588,Yabelo,4.8833,38.0833,58.26,80,27,4.81,scattered clouds,ET,1634266820
589,Labuan,5.2767,115.2417,87.96,72,68,2.08,broken clouds,MY,1634266821
590,Novyye Gorki,56.7253,41.0601,44.67,97,100,4.63,light rain,RU,1634266822
591,Sistranda,63.7256,8.834,44.91,63,100,26.35,overcast clouds,NO,1634266822
592,Khandyga,62.6667,135.6,18.95,72,98,1.54,overcast clouds,RU,1634266823
593,Pasighat,28.0667,95.3333,87.85,49,12,2.1,few clouds,IN,1634266824
594,Terre Haute,39.4667,-87.4139,68.61,91,100,3.53,overcast clouds,US,1634266824
595,Karaidel,55.8337,56.9069,48.2,51,100,10.58,overcast clouds,RU,1634266825
596,Sikasso,10.9167,-7.0,74.84,77,1,4.68,clear sky,ML,1634266825
597,Cabedelo,-6.9811,-34.8339,78.39,82,5,14.88,clear sky,BR,1634266826
598,Homer,59.6425,-151.5483,39.09,87,90,0.0,overcast clouds,US,1634266827
599,Launceston,-41.45,147.1667,60.44,72,40,16.11,scattered clouds,AU,1634266827
600,Davila,18.4726,120.5763,85.87,69,87,8.34,overcast clouds,PH,1634266827
601,Salamanca,40.8333,-6.0,44.38,55,51,4.29,broken clouds,ES,1634266828
602,Snyder,32.7179,-100.9176,69.35,30,1,5.75,clear sky,US,1634266828
603,Tomatlan,19.9333,-105.25,74.79,93,1,2.8,clear sky,MX,1634266829
604,Ciudad Bolivar,8.1222,-63.5497,79.95,80,97,7.31,overcast clouds,VE,1634266829
605,Kasongo-Lunda,-6.4667,16.8167,69.12,97,91,0.96,overcast clouds,CD,1634266830
606,Bloemfontein,-29.1211,26.214,47.68,57,8,2.3,clear sky,ZA,1634266554
607,Simplicio Mendes,-7.8539,-41.9103,80.13,36,49,4.38,scattered clouds,BR,1634266831
608,Cavalcante,-13.7975,-47.4583,72.84,78,100,1.7,light rain,BR,1634266832
609,San Lawrenz,36.0553,14.204,61.86,57,67,8.01,broken clouds,MT,1634266832
610,Lixourion,38.2019,20.4314,66.79,81,97,20.54,overcast clouds,GR,1634266833
611,Krasnoborsk,61.5598,45.934,40.23,84,100,4.32,light rain,RU,1634266834
612,Cockburn Town,21.4612,-71.1419,82.56,77,67,12.12,broken clouds,TC,1634266834
613,High Level,58.5169,-117.136,40.21,62,0,2.28,clear sky,CA,1634266835
614,Kyra,49.5776,111.9753,22.39,41,8,19.62,clear sky,RU,1634266835
